"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU11163","bacteria","actinobacteria","actinobacteria","actinomycetales","micrococcaceae","arthrobacter","arthrobacter psychrolactophilus"
"OTU11164","bacteria","actinobacteria","actinobacteria","acidimicrobiales","iamiaceae","iamia","iamia spp."
"OTU11165","bacteria","chlamydiae","chlamydiia","chlamydiales","rhabdochlamydiaceae","candidatus rhabdochlamydia","candidatus rhabdochlamydia porcellionis"
"OTU11166","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","lysobacter","lysobacter spp."
"OTU11167","bacteria","actinobacteria","actinobacteria","acidimicrobiales","iamiaceae","iamia","iamia spp."
"OTU11168","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","bradyrhizobiaceae","rhodopseudomonas","rhodopseudomonas spp."
"OTU11169","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU11170","bacteria","proteobacteria","gammaproteobacteria","alteromonadales","shewanellaceae","shewanella","shewanella putrefaciens"
"OTU11171","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","singulisphaera","singulisphaera sp."
"OTU11172","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","isosphaera","isosphaera spp."
"OTU11173","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","ilumatobacter","ilumatobacter spp."
"OTU11174","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU11175","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus borealis"
"OTU11176","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","burkholderia","burkholderia spp."
"OTU11177","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","aciditerrimonas","aciditerrimonas spp."
"OTU11178","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU11179","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU11180","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","planctomyces","planctomyces spp."
"OTU11181","bacteria","proteobacteria","deltaproteobacteria","syntrophobacterales","syntrophaceae","syntrophus","syntrophus spp."
"OTU11182","bacteria","proteobacteria","gammaproteobacteria","chromatiales","chromatiaceae","nitrosococcus","nitrosococcus spp."
"OTU11183","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU11184","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","rhodospirillaceae","skermanella","skermanella spp."
"OTU11185","viridiplantae","chlorophyta","chlorophyceae","chlamydomonadales","dunaliellaceae","dunaliella","dunaliella sp."
"OTU11186","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","blastopirellula","blastopirellula spp."
"OTU11187","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","bradyrhizobiaceae","bradyrhizobium","bradyrhizobium spp."
"OTU11188","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","rhodopirellula","rhodopirellula spp."
"OTU11189","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU11190","bacteria","proteobacteria","deltaproteobacteria","syntrophobacterales","syntrophaceae","syntrophus","syntrophus spp."
"OTU11191","bacteria","proteobacteria","betaproteobacteria","burkholderiales","comamonadaceae","hydrogenophaga","hydrogenophaga sp."
"OTU11192","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus spp."
"OTU11193","bacteria","elusimicrobia","elusimicrobia","elusimicrobiales","elusimicrobiaceae","elusimicrobium","elusimicrobium spp."
"OTU11194","bacteria","proteobacteria","gammaproteobacteria","methylococcales","methylococcaceae","methylomonas","methylomonas methanica"
"OTU11195","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","mucilaginibacter","mucilaginibacter sp."
"OTU11196","bacteria","proteobacteria","betaproteobacteria","burkholderiales","oxalobacteraceae","herbaspirillum","herbaspirillum autotrophicum"
"OTU11197","bacteria","proteobacteria","gammaproteobacteria","legionellales","coxiellaceae","aquicella","aquicella spp."
"OTU11198","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","ferrithrix","ferrithrix spp."
"OTU11199","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","mucilaginibacter","mucilaginibacter sp."
"OTU11200","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","singulisphaera","singulisphaera spp."
"OTU11201","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","rhodoplanes","rhodoplanes spp."
"OTU11202","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU11203","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas luteola"
"OTU11204","bacteria","chloroflexi","anaerolineae","anaerolineales","anaerolineaceae","longilinea","longilinea spp."
"OTU11205","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter sp."
"OTU11206","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU11207","bacteria","actinobacteria","actinobacteria","rubrobacterales","rubrobacteraceae","rubrobacter","rubrobacter spp."
"OTU11208","bacteria","proteobacteria","betaproteobacteria","burkholderiales","oxalobacteraceae","massilia","massilia spp."
"OTU11209","bacteria","proteobacteria","gammaproteobacteria","legionellales","legionellaceae","legionella","legionella sp."
"OTU11210","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","dactylosporangium","dactylosporangium spp."
"OTU11211","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU11212","bacteria","actinobacteria","actinobacteria","actinomycetales","thermomonosporaceae","actinoallomurus","actinoallomurus spp."
"OTU11213","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU11214","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobia subdivision 3","pedosphaera","pedosphaera spp."
"OTU11215","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","niastella","niastella spp."
"OTU11216","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geoalkalibacter","geoalkalibacter spp."
"OTU11217","bacteria","actinobacteria","actinobacteria","actinomycetales","intrasporangiaceae","phycicoccus","phycicoccus sp."
"OTU11218","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU11219","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU11220","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU11221","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","acetobacteraceae","acidisphaera","acidisphaera spp."
"OTU11222","bacteria","actinobacteria","actinobacteria","actinomycetales","frankiaceae","frankia","frankia spp."
"OTU11223","bacteria","chloroflexi","dehalococcoidia","dehalococcoidales","dehalococcoidaceae","dehalococcoides","dehalococcoides spp."
"OTU11224","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU11225","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","aciditerrimonas","aciditerrimonas spp."
"OTU11226","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU11227","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU11228","bacteria","actinobacteria","actinobacteria","actinomycetales","streptomycetaceae","streptomyces","streptomyces panayensis"
"OTU11229","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU11230","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU11231","bacteria","proteobacteria","gammaproteobacteria","alteromonadales","alteromonadaceae","microbulbifer","microbulbifer variabilis"
"OTU11232","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas wittichii"
"OTU11233","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11234","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","pirellula","pirellula spp."
"OTU11235","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU11236","bacteria","chloroflexi","anaerolineae","anaerolineales","anaerolineaceae","longilinea","longilinea spp."
"OTU11237","bacteria","bacteroidetes","flavobacteriia","flavobacteriales","flavobacteriaceae","flavobacterium","flavobacterium sp."
"OTU11238","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","stenotrophomonas","stenotrophomonas rhizophila"
"OTU11239","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11240","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","luteolibacter","luteolibacter cuticulihirudinis"
"OTU11241","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","burkholderia","burkholderia spp."
"OTU11242","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11243","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU11244","bacteria","proteobacteria","deltaproteobacteria","myxococcales","polyangiaceae","byssovorax","byssovorax spp."
"OTU11245","bacteria","firmicutes","clostridia","clostridiales","peptococcaceae","desulfosporosinus","desulfosporosinus meridiei"
"OTU11246","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11247","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus spp."
"OTU11248","bacteria","firmicutes","clostridia","clostridiales","symbiobacteriaceae","symbiobacterium","symbiobacterium spp."
"OTU11249","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingobacterium","sphingobacterium sp."
"OTU11250","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU11251","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11252","bacteria","nitrospirae","nitrospira","nitrospirales","nitrospiraceae","nitrospira","nitrospira spp."
"OTU11253","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas spp."
"OTU11254","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","prosthecobacter","prosthecobacter spp."
"OTU11255","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU11256","bacteria","deinococcus_thermus","deinococci","thermales","thermaceae","thermus","thermus spp."
"OTU11257","bacteria","deinococcus_thermus","deinococci","thermales","thermaceae","thermus","thermus spp."
"OTU11258","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU11259","bacteria","proteobacteria","deltaproteobacteria","myxococcales","polyangiaceae","byssovorax","byssovorax spp."
"OTU11260","bacteria","firmicutes","clostridia","thermoanaerobacterales","thermoanaerobacteraceae","thermacetogenium","thermacetogenium spp."
"OTU11261","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus sporothermodurans"
"OTU11262","bacteria","firmicutes","bacilli","bacillales","bacillaceae","psychrobacillus","bacillus psychrodurans"
"OTU11263","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU11264","bacteria","proteobacteria","deltaproteobacteria","myxococcales","anaeromyxobacteraceae","anaeromyxobacter","anaeromyxobacter spp."
"OTU11265","bacteria","proteobacteria","deltaproteobacteria","bdellovibrionales","bdellovibrionaceae","bdellovibrio","bdellovibrio spp."
"OTU11266","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","aciditerrimonas","aciditerrimonas spp."
"OTU11267","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU11268","archaea","thaumarchaeota","thaumarchaeota","nitrosopumilales","nitrosopumilaceae","candidatus nitrosoarchaeum","candidatus nitrosoarchaeum limnia"
"OTU11269","viridiplantae","streptophyta","klebsormidiophyceae","klebsormidiales","klebsormidiaceae","koliella","koliella planctonica"
"OTU11270","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU11271","bacteria","actinobacteria","actinobacteria","actinomycetales","frankiaceae","frankia","frankia spp."
"OTU11272","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU11273","bacteria","firmicutes","bacilli","bacillales","sporolactobacillaceae","pullulanibacillus","pullulanibacillus sp."
"OTU11274","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU11275","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU11276","bacteria","verrucomicrobia","spartobacteria","spartobacteria","spartobacteria","chthoniobacter","chthoniobacter flavus"
"OTU11277","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","singulisphaera","singulisphaera spp."
"OTU11278","bacteria","proteobacteria","deltaproteobacteria","bdellovibrionales","bdellovibrionaceae","bdellovibrio","bdellovibrio spp."
"OTU11279","bacteria","actinobacteria","actinobacteria","actinomycetales","micrococcaceae","arthrobacter","arthrobacter spp."
"OTU11280","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU11281","bacteria","actinobacteria","actinobacteria","acidimicrobiales","iamiaceae","iamia","iamia spp."
"OTU11282","bacteria","proteobacteria","deltaproteobacteria","myxococcales","anaeromyxobacteraceae","anaeromyxobacter","anaeromyxobacter spp."
"OTU11283","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","rhodoplanes","rhodoplanes spp."
